lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01004400,Waltham Forest 009C,9.90,68.72,17.30,21.80,17.00,17.60,30.30,13.30,50.80,5.10,15.60,23.30,5.20,49.20,59.90,40.10,53.70,0.30,3.60,0.30,19.00,0.40,0.30,15.00,7.30,17.20,34.60,17.80,28.50,98.20,1.80,6.30,15.50,48.20,30.00,220000.00,21.00,13.60,14.60,1.10,10.40,25.60,13.80,8.40,6.80,7.10,86.00,81.90,12.70,5.40,39.20,47.60,11.40,1.10,0.80,0.80,2.70,27828
E01004402,Waltham Forest 009D,12.80,65.85,19.00,21.40,18.60,15.20,29.30,15.50,45.20,5.40,21.60,23.10,4.70,54.80,59.10,40.90,44.40,0.40,3.20,0.30,26.20,0.00,0.30,16.80,8.30,16.70,33.30,27.90,19.30,98.70,1.30,6.10,17.90,53.60,22.50,172500.00,28.20,12.70,12.10,1.30,11.00,23.10,11.70,7.70,8.20,7.70,84.10,80.80,13.60,5.60,44.00,44.50,9.80,1.40,0.30,0.70,2.10,26284
E01004403,Waltham Forest 009E,12.20,65.82,38.20,23.80,19.30,18.90,21.60,16.40,51.80,5.40,17.40,22.20,3.20,48.20,63.30,36.70,50.40,0.10,2.40,0.10,20.60,0.10,0.40,18.50,7.20,13.80,35.40,32.90,16.10,97.30,2.70,5.80,20.00,52.80,21.00,220000.00,24.60,14.50,12.50,1.00,8.40,24.30,14.60,6.60,8.20,8.50,83.30,82.50,11.50,6.00,36.50,47.70,13.30,2.00,0.50,0.80,2.50,27230
E01004345,Waltham Forest 010A,8.50,67.38,14.20,23.90,18.60,18.40,20.00,19.10,45.80,9.20,19.10,22.10,3.80,54.20,61.60,38.40,50.20,0.70,3.00,0.20,22.40,0.30,0.60,14.70,7.90,21.50,43.60,11.10,23.20,96.90,3.10,7.10,11.80,65.20,15.80,215000.00,18.50,13.60,15.90,1.10,10.10,26.20,14.60,8.20,5.20,6.50,88.20,85.90,10.30,3.80,33.50,47.80,16.00,2.20,0.50,0.90,2.60,30241
E01004348,Waltham Forest 010B,9.10,71.50,26.90,23.10,18.40,12.40,28.00,18.10,49.00,5.50,20.40,21.00,4.00,51.00,56.20,43.80,51.90,0.90,3.00,0.30,19.80,0.30,0.30,16.70,6.80,15.50,36.10,12.60,33.00,97.00,3.00,4.10,9.80,43.50,42.70,234000.00,16.80,11.90,13.30,1.20,8.90,31.50,16.40,6.90,4.90,5.60,89.50,86.20,10.70,3.10,39.60,47.50,10.70,1.70,0.50,0.80,3.10,29921
E01004377,Waltham Forest 010C,5.60,66.44,83.10,25.40,29.70,10.70,21.60,12.60,59.20,5.80,16.30,16.40,2.30,40.80,74.50,25.50,58.20,0.60,1.80,0.30,15.40,0.30,0.30,16.70,6.30,32.40,44.40,8.30,13.70,98.60,1.40,6.50,41.10,44.70,7.70,285000.00,20.80,13.40,14.50,2.20,11.40,29.30,8.30,5.90,5.40,8.00,86.50,84.80,12.10,3.00,18.40,46.60,26.20,6.10,2.70,1.30,2.10,42914
E01004378,Waltham Forest 010D,9.70,67.81,21.70,21.60,22.30,14.60,27.80,13.70,57.70,6.80,15.70,16.90,3.00,42.30,72.70,27.30,53.40,0.70,1.30,0.10,16.10,0.50,0.60,19.60,7.80,23.30,33.80,23.30,16.10,95.80,4.20,4.50,20.70,44.80,30.00,300000.00,18.90,14.50,14.80,3.30,8.00,29.50,10.90,5.90,7.70,7.30,85.00,81.90,13.40,4.70,30.00,44.30,20.80,4.30,0.60,1.00,2.80,35016
E01004342,Waltham Forest 011A,8.30,69.20,36.00,18.00,16.00,14.40,26.60,25.00,45.30,6.50,25.10,16.80,6.30,54.70,56.90,43.10,42.80,0.50,6.00,0.50,27.30,0.10,0.40,15.20,7.10,16.70,28.80,23.30,29.40,97.00,3.00,9.00,19.40,49.30,22.30,237500.00,21.90,10.30,12.20,1.70,8.80,29.80,15.30,15.10,6.90,8.00,85.10,82.10,13.50,4.40,42.70,41.30,10.30,5.30,0.40,0.80,3.20,27626
E01004346,Waltham Forest 011B,7.30,62.93,18.50,28.70,22.40,14.40,19.20,15.30,59.70,4.70,14.80,16.30,4.50,40.30,68.50,31.50,50.80,1.00,3.40,0.90,19.70,0.00,0.40,18.30,5.50,21.90,44.90,15.80,15.30,97.90,2.10,4.40,16.50,76.10,3.00,245000.00,18.80,15.40,16.80,1.80,10.90,26.40,9.90,5.70,5.20,6.90,87.90,85.10,10.00,4.80,28.40,46.50,19.60,4.30,1.30,1.00,3.00,33943
E01004347,Waltham Forest 011C,6.30,70.45,23.00,20.90,21.40,12.50,28.70,16.60,59.90,6.60,15.10,15.30,3.10,40.10,65.60,34.40,49.40,1.00,3.30,0.60,14.00,0.60,0.30,22.40,8.40,17.10,43.30,14.00,25.00,98.50,1.50,2.70,5.20,43.70,48.40,232500.00,16.60,9.70,11.90,1.90,9.50,38.30,12.20,5.80,5.00,6.70,88.30,86.60,10.10,3.30,38.30,51.40,8.90,0.70,0.60,0.70,3.00,34680
E01004460,Waltham Forest 011D,9.80,68.64,14.00,19.70,18.30,13.70,27.30,21.00,47.70,6.60,24.80,17.30,3.70,52.30,56.10,43.90,42.70,1.00,8.10,0.60,20.30,0.60,0.50,19.30,7.00,17.60,32.20,21.50,26.40,98.50,1.50,7.20,12.60,57.70,22.50,220000.00,22.80,10.40,9.90,1.60,9.50,31.40,14.40,9.10,8.60,7.40,84.00,81.70,12.60,5.70,43.10,45.90,9.50,1.20,0.30,0.70,4.20,29210
E01004462,Waltham Forest 011E,7.80,72.37,13.50,19.60,18.80,10.30,29.30,22.10,38.30,4.30,36.00,17.40,4.00,61.70,53.60,46.40,39.80,1.50,4.60,0.40,30.40,0.60,0.40,15.70,6.60,17.10,27.70,14.60,34.40,98.50,1.50,6.00,14.90,34.50,44.50,240000.00,18.00,10.60,10.70,0.50,9.70,35.60,15.10,8.00,5.90,6.70,87.40,84.70,11.00,4.30,47.30,42.40,8.10,1.60,0.60,0.70,4.10,31107
E01004396,Waltham Forest 012A,7.70,68.07,11.10,23.60,17.60,10.80,26.70,21.20,50.40,4.30,31.80,9.20,4.30,49.60,52.40,47.60,44.10,1.10,5.90,0.10,26.80,0.20,0.30,16.50,5.00,24.70,34.30,7.00,33.10,99.20,0.80,5.70,9.80,62.70,21.80,245000.00,17.80,11.10,12.10,1.50,8.60,32.00,16.90,5.90,5.60,6.30,88.10,85.30,10.40,4.30,44.20,46.20,8.30,1.10,0.20,0.70,4.10,30109
E01004457,Waltham Forest 012B,8.10,71.12,12.20,18.00,19.90,11.70,30.40,20.10,47.90,5.20,25.90,16.30,4.70,52.10,56.40,43.60,39.90,1.50,2.80,0.30,22.30,0.10,0.20,24.70,8.30,13.60,34.30,20.20,29.80,98.50,1.50,3.90,6.30,31.90,57.80,190000.00,19.00,10.90,11.10,1.00,8.50,38.70,10.80,7.60,6.20,6.40,87.40,82.80,12.70,4.50,48.00,44.30,6.60,0.70,0.40,0.60,3.40,32319
E01004458,Waltham Forest 012C,8.00,70.35,13.00,16.90,21.10,13.10,27.60,21.30,46.20,4.00,30.70,14.40,4.80,53.80,51.10,48.90,42.40,1.00,4.90,0.30,25.10,0.30,0.10,18.70,7.10,23.50,31.90,11.90,30.50,98.60,1.40,7.10,10.30,60.30,22.10,240000.00,21.70,10.70,10.80,1.00,7.90,31.80,16.00,7.30,6.30,6.80,86.90,83.50,11.50,5.00,50.80,40.20,7.20,1.30,0.40,0.60,3.60,28325
E01004459,Waltham Forest 012D,16.90,59.08,11.10,20.90,11.80,32.50,22.10,12.70,40.10,5.00,22.60,26.40,5.90,59.90,62.80,37.20,41.80,0.60,2.10,0.10,35.30,0.00,0.40,13.80,5.90,5.80,10.50,74.00,6.90,99.60,0.40,3.90,11.00,29.60,55.50,247500.00,32.90,14.90,13.70,1.30,8.60,17.60,11.10,7.90,8.70,8.70,82.60,79.80,12.70,7.60,52.50,38.30,7.70,1.50,0.00,0.60,2.30,22108
E01004463,Waltham Forest 012E,5.90,73.69,14.40,17.30,21.10,10.90,36.30,14.30,67.30,6.40,10.10,12.80,3.30,32.70,66.60,33.40,46.20,1.50,1.60,0.60,10.20,0.10,0.50,31.90,7.40,11.10,40.30,17.00,30.10,97.50,2.50,2.20,4.40,23.00,70.40,188000.00,15.60,9.60,10.50,1.40,9.50,42.50,11.00,4.70,3.70,6.20,90.10,86.80,9.50,3.70,51.00,42.50,5.50,1.00,0.00,0.60,2.50,35855
E01004407,Waltham Forest 013A,27.60,65.58,9.10,29.00,7.70,18.70,34.30,10.30,31.70,14.40,14.00,33.30,6.60,68.30,55.60,44.40,46.10,0.80,2.80,0.10,28.00,0.20,0.50,15.10,6.40,5.10,11.80,63.90,17.60,100.00,0.00,1.00,3.00,5.10,90.90,120000.00,23.60,18.30,13.60,1.20,11.10,19.10,13.10,9.00,5.20,6.70,88.10,85.70,9.20,5.00,61.30,33.10,5.50,0.00,0.20,0.40,3.10,21763
E01004410,Waltham Forest 013B,12.10,64.44,19.80,13.80,17.60,16.40,41.10,11.00,56.80,7.00,13.20,18.40,4.60,43.20,65.60,34.40,43.00,1.00,1.70,0.60,17.40,0.60,0.50,24.20,10.90,8.20,18.10,49.60,20.20,98.30,1.70,1.40,7.50,13.00,77.90,239975.00,25.30,11.90,9.80,1.40,8.60,31.90,11.10,6.40,10.70,9.00,80.30,77.10,14.40,8.40,61.90,31.60,5.80,0.60,0.20,0.50,3.70,26060
E01004464,Waltham Forest 013C,14.50,66.88,11.40,19.60,11.00,18.00,39.50,11.80,41.00,7.20,21.20,26.50,4.10,59.00,56.00,44.00,46.50,0.20,3.00,0.30,28.60,0.00,0.50,14.50,6.50,7.30,16.60,58.00,16.20,99.10,0.90,1.70,8.50,14.60,75.20,272500.00,26.40,14.50,13.50,1.00,9.20,22.70,12.70,8.60,7.70,7.00,85.30,81.40,12.30,6.30,57.40,36.20,5.60,0.80,0.00,0.50,3.50,23859
E01004469,Waltham Forest 013D,13.90,64.82,21.00,20.70,12.00,16.30,36.80,14.20,39.90,6.70,24.30,24.00,5.10,60.10,58.90,41.10,43.00,0.70,2.70,0.10,30.20,0.10,0.30,14.00,8.80,11.20,19.10,52.30,15.50,99.40,0.60,2.90,13.80,15.20,68.10,159000.00,25.00,15.10,11.50,1.20,9.80,25.40,12.00,7.50,7.90,10.10,82.00,79.10,14.20,6.60,52.50,36.20,8.60,2.20,0.50,0.60,3.10,24708
E01004470,Waltham Forest 013E,9.70,68.37,14.50,20.40,19.10,12.30,34.60,13.60,49.60,6.70,17.50,22.20,4.00,50.40,57.90,42.10,49.70,0.30,1.90,0.70,21.80,0.30,0.40,19.20,5.70,17.30,26.20,27.60,27.90,99.00,1.00,3.90,8.70,41.00,46.40,235000.00,23.00,12.20,12.20,0.80,10.50,29.90,11.50,8.20,6.60,8.20,85.20,82.00,12.30,5.70,48.70,42.40,7.50,1.00,0.50,0.60,3.90,28130
E01004471,Waltham Forest 013F,12.30,64.97,13.50,18.40,19.60,17.70,31.40,12.90,48.00,5.10,18.20,23.60,5.00,52.00,59.20,40.80,48.10,0.40,2.30,0.30,23.10,0.10,0.60,17.50,7.60,14.10,26.00,33.20,24.90,99.00,1.00,3.40,10.50,23.30,62.80,175000.00,24.60,10.60,13.20,2.10,9.40,27.00,13.10,6.80,7.80,9.90,82.30,79.90,14.00,6.10,47.90,40.70,10.00,1.00,0.30,0.70,3.20,27437
E01004391,Waltham Forest 014A,7.40,73.23,74.20,14.20,19.30,9.70,42.30,14.50,58.80,5.00,19.20,12.50,4.40,41.20,59.20,40.80,42.50,1.60,1.50,0.50,18.30,0.80,0.60,25.30,8.90,15.70,31.00,19.00,32.50,99.50,0.50,2.50,6.00,20.90,70.60,176500.00,18.00,9.70,11.00,1.30,9.30,38.00,12.80,6.20,6.40,7.50,86.20,83.20,11.40,5.40,53.00,40.20,5.90,0.90,0.00,0.50,4.50,31375
E01004393,Waltham Forest 014B,4.40,77.33,14.10,11.10,12.20,9.40,33.40,33.80,47.90,3.60,12.50,23.30,12.70,52.10,58.80,41.20,48.10,0.50,2.30,1.50,16.90,0.10,0.70,23.80,5.90,7.20,38.00,29.60,23.40,99.20,0.80,1.40,2.80,12.50,83.30,170000.00,18.70,8.60,8.30,0.90,8.40,33.90,21.20,15.30,6.60,7.20,86.20,85.40,9.70,4.90,53.10,38.10,5.70,3.00,0.10,0.60,4.70,26235
E01004401,Waltham Forest 014C,8.00,72.03,110.20,21.00,18.80,12.50,29.40,18.30,53.50,5.40,18.20,18.90,4.00,46.50,55.10,44.90,53.60,1.30,6.20,0.30,14.40,0.20,0.20,17.30,6.50,15.30,32.40,21.80,27.50,98.20,1.80,5.40,8.20,57.30,29.10,217000.00,18.00,11.10,12.50,1.20,7.70,32.50,17.00,9.30,5.10,5.90,89.00,85.80,9.60,4.60,43.80,45.60,9.30,0.70,0.50,0.70,2.70,29684
E01004404,Waltham Forest 014D,9.20,72.28,15.50,18.30,13.80,11.80,41.80,14.30,45.80,5.60,19.60,23.20,5.80,54.20,53.10,46.90,50.00,0.70,4.20,0.10,22.20,0.00,0.50,15.10,7.20,6.80,19.70,31.10,33.30,97.80,2.20,2.30,6.30,18.20,73.20,161500.00,18.50,12.10,16.30,1.30,10.50,26.80,14.50,7.20,5.90,7.20,86.90,83.70,11.20,5.10,52.60,40.20,6.20,0.60,0.30,0.60,2.70,26379
E01004461,Waltham Forest 014E,6.60,72.42,21.70,18.30,21.50,10.30,25.40,24.40,47.40,7.50,27.80,12.90,4.40,52.60,49.20,50.80,46.40,2.10,5.40,0.20,20.10,0.40,0.30,18.20,6.90,21.20,32.20,5.90,39.30,98.40,1.60,5.50,8.30,64.90,21.30,230000.00,16.60,9.70,10.50,1.10,9.80,33.10,19.30,8.00,5.10,6.50,88.40,84.20,11.40,4.40,48.50,41.10,9.20,1.00,0.30,0.60,4.10,30725
E01004412,Waltham Forest 015A,6.40,72.69,15.20,19.30,24.50,9.90,33.20,13.10,62.20,5.60,19.50,10.20,2.50,37.80,66.60,33.40,39.40,1.50,1.40,0.70,17.40,0.10,0.50,30.10,8.80,17.60,30.70,16.80,30.90,98.40,1.60,3.50,16.90,28.50,51.20,282850.00,15.20,8.10,8.70,0.90,9.60,45.80,11.80,7.00,5.30,7.00,87.70,86.00,10.20,3.80,46.20,45.50,6.80,1.40,0.10,0.60,5.30,37807
E01004465,Waltham Forest 015B,5.80,68.44,11.50,26.70,22.70,8.80,28.90,12.90,53.30,5.90,21.00,16.80,2.90,46.70,66.30,33.70,43.10,0.30,1.20,0.80,21.80,0.00,0.50,26.00,6.30,23.00,41.40,14.20,19.70,98.70,1.30,3.10,7.10,64.70,25.10,307500.00,15.90,11.70,11.60,1.40,9.80,40.90,8.70,6.30,6.30,7.50,86.20,84.80,10.90,4.30,35.00,45.10,16.90,2.80,0.20,0.90,4.40,39414
E01004466,Waltham Forest 015C,5.50,71.66,14.80,22.40,26.20,9.90,28.20,13.30,63.60,5.20,18.60,10.40,2.10,36.40,71.30,28.70,39.20,0.90,1.40,0.60,17.00,0.20,0.70,33.10,6.70,20.20,45.10,11.90,21.80,98.30,1.70,4.60,15.60,52.50,27.30,322000.00,15.60,7.40,9.20,1.10,9.30,50.00,7.50,4.60,5.40,6.80,87.90,85.60,10.60,3.80,36.20,51.10,11.30,1.10,0.30,0.80,3.60,46016
E01004467,Waltham Forest 015D,9.90,67.84,19.70,20.50,12.80,13.70,38.70,14.20,44.60,5.00,20.10,24.30,6.00,55.40,53.50,46.50,52.70,0.60,1.90,0.30,22.30,0.10,0.20,14.60,7.30,9.20,15.10,38.90,34.70,97.60,2.40,1.80,9.00,14.20,75.10,126000.00,18.70,12.00,11.30,1.50,9.00,29.60,17.90,7.70,6.10,6.50,87.40,83.90,11.30,4.80,54.00,37.30,7.30,1.10,0.20,0.60,4.60,25765
E01004468,Waltham Forest 015E,6.30,68.29,78.10,18.70,26.30,8.70,31.50,14.80,58.50,4.80,19.20,15.50,2.10,41.50,69.60,30.40,52.90,0.60,2.20,1.00,18.10,0.00,0.40,18.40,6.40,29.40,39.70,6.40,23.00,98.50,1.50,3.10,30.00,26.40,40.30,286750.00,18.00,12.10,9.30,3.10,10.60,38.10,8.90,5.30,7.30,8.00,84.60,83.30,11.80,4.80,22.80,51.90,20.10,4.10,1.10,1.10,3.00,45162
E01004406,Waltham Forest 016A,8.30,74.13,13.60,20.00,15.90,9.60,37.50,17.10,46.60,5.50,27.40,15.90,4.60,53.40,45.20,54.80,41.80,1.20,2.20,0.20,29.10,0.20,0.20,17.60,7.50,14.10,23.30,11.90,49.20,97.30,2.70,2.90,6.90,23.00,67.00,202500.00,17.50,8.60,8.90,0.90,8.60,38.60,16.80,11.10,6.10,6.30,87.60,85.40,10.20,4.50,55.10,38.70,5.30,0.70,0.10,0.50,6.50,28464
E01004408,Waltham Forest 016B,8.80,69.87,11.80,22.90,21.70,11.80,26.90,16.60,55.60,4.50,23.00,14.10,2.80,44.40,59.20,40.80,43.50,0.70,2.50,0.50,20.30,0.50,0.10,23.40,8.50,18.90,33.60,20.10,26.30,99.70,0.30,5.00,9.30,42.60,43.10,242500.00,16.60,10.50,9.70,0.40,9.10,39.80,13.90,7.80,6.90,7.30,85.80,82.10,12.20,5.70,48.70,43.90,6.20,1.00,0.10,0.60,4.40,32914
E01004409,Waltham Forest 016C,9.10,70.38,15.60,13.60,19.80,9.40,40.20,16.90,56.90,5.40,23.50,10.40,3.90,43.10,57.30,42.70,37.80,0.80,1.40,0.20,25.50,0.00,0.50,24.90,8.80,15.00,25.70,22.60,32.50,97.90,2.10,3.20,9.00,25.80,62.00,249999.00,20.50,8.40,8.80,0.90,8.50,40.80,12.00,6.90,10.80,9.50,79.80,79.20,12.60,8.20,55.10,38.30,5.90,0.60,0.10,0.50,5.90,30655
E01004411,Waltham Forest 016D,6.60,77.63,12.40,14.70,23.00,8.00,29.00,25.30,46.20,4.90,31.50,12.30,5.10,53.80,51.40,48.60,36.70,1.00,3.30,0.20,29.40,0.60,0.20,20.90,7.70,15.70,26.40,13.60,42.70,98.30,1.70,3.50,7.10,31.10,58.30,235000.00,14.60,11.20,10.00,1.30,9.60,39.20,14.20,10.50,5.30,6.80,87.90,85.00,10.60,4.50,52.00,41.20,5.60,0.80,0.50,0.60,7.00,31852
E01004443,Waltham Forest 016E,8.10,71.47,12.90,20.50,16.70,11.80,23.00,28.00,31.20,3.70,50.40,11.10,3.60,68.80,49.20,50.80,28.70,1.00,3.40,0.30,47.00,0.50,0.10,11.90,7.00,21.70,24.70,14.80,35.50,98.00,2.00,4.20,10.40,43.50,42.00,260000.00,18.60,11.30,9.50,1.00,8.50,34.70,16.40,11.10,5.80,8.70,85.40,83.90,11.00,5.10,46.60,41.10,10.40,1.70,0.20,0.70,6.50,29204
E01004447,Waltham Forest 016F,7.20,73.33,12.80,19.80,22.10,8.90,27.90,21.40,41.50,3.60,36.40,15.70,2.80,58.50,54.50,45.50,35.70,0.70,2.60,1.10,34.80,0.40,0.40,17.00,7.20,22.40,37.80,8.00,29.70,97.80,2.20,5.20,10.30,60.50,24.00,250000.00,16.00,10.90,10.40,1.00,9.20,34.70,17.80,8.30,5.90,7.70,86.40,83.80,11.90,4.30,43.80,43.60,9.50,3.10,0.00,0.70,5.00,32468
E01004392,Waltham Forest 017A,9.20,76.00,21.30,17.10,18.70,12.10,32.50,19.70,46.40,5.10,31.60,11.50,5.30,53.60,51.50,48.50,35.00,0.60,3.30,0.10,30.90,0.50,0.40,21.60,7.70,15.50,30.10,13.70,39.10,97.10,2.90,3.90,6.50,28.10,61.50,250000.00,17.90,10.30,10.40,1.00,9.60,36.20,14.60,9.90,5.50,6.80,87.70,85.10,11.00,3.90,53.60,38.00,6.80,1.40,0.20,0.60,4.30,28916
E01004394,Waltham Forest 017B,11.80,70.29,12.00,17.60,16.50,13.70,36.60,15.60,46.00,5.40,26.90,17.80,4.00,54.00,59.30,40.70,41.10,0.80,2.10,0.10,28.40,0.80,0.40,19.40,6.80,14.50,21.00,35.90,26.60,97.80,2.20,3.50,6.60,26.10,63.70,196000.00,22.00,12.10,10.50,1.30,9.60,31.90,12.60,6.90,9.20,7.50,83.30,79.80,12.90,7.30,57.30,34.90,6.70,0.90,0.10,0.50,4.50,27421
E01004397,Waltham Forest 017C,7.10,78.20,23.60,18.30,20.80,8.50,27.90,24.50,42.40,5.10,34.20,14.20,4.00,57.60,48.30,51.70,35.70,1.50,2.50,0.30,31.60,0.60,0.40,20.70,6.70,15.10,26.90,12.00,39.90,99.20,0.80,1.90,7.80,26.50,63.80,227500.00,15.20,9.10,9.10,1.30,8.30,40.40,16.60,10.20,4.80,7.00,88.10,84.40,11.60,4.00,58.30,34.00,5.80,1.90,0.00,0.50,5.40,32700
E01004444,Waltham Forest 017D,8.50,68.27,19.80,20.30,13.10,12.90,33.70,19.90,45.00,5.20,23.50,19.80,6.50,55.00,51.00,49.00,43.00,0.50,2.70,0.90,27.40,0.30,0.40,18.00,6.80,7.80,21.80,33.20,34.60,98.40,1.60,4.70,7.60,25.60,62.10,182000.00,23.00,10.90,11.80,0.80,9.10,29.20,15.20,9.80,6.10,7.30,86.60,83.90,11.00,5.10,59.60,34.40,5.50,0.30,0.20,0.50,4.40,25087
E01004446,Waltham Forest 017E,6.90,69.61,12.40,21.10,19.50,13.00,26.10,20.20,47.80,4.40,26.40,15.10,6.20,52.20,52.90,47.10,40.00,0.70,2.10,0.20,30.80,0.20,0.40,19.60,6.10,19.50,34.30,13.60,30.90,97.60,2.40,7.60,10.20,59.10,23.10,222500.00,19.50,13.30,10.50,1.30,10.20,31.80,13.40,9.30,5.70,7.50,86.80,83.80,11.50,4.70,44.50,45.50,8.30,1.50,0.30,0.70,3.80,29086
E01004395,Waltham Forest 018A,5.50,66.65,149.90,22.10,23.50,11.00,24.40,18.90,56.50,4.20,21.30,13.40,4.60,43.50,62.40,37.60,42.00,0.90,1.60,0.40,23.50,0.10,0.80,22.60,8.10,21.90,40.70,10.30,26.40,99.50,0.50,3.50,11.60,71.80,13.00,245000.00,19.50,9.70,9.80,2.00,9.40,36.30,13.30,5.00,5.70,7.80,86.50,84.10,12.00,3.90,42.10,46.40,9.20,1.80,0.50,0.70,2.50,34655
E01004421,Waltham Forest 018B,9.40,64.50,12.60,27.20,17.90,12.10,20.70,22.20,23.50,5.10,48.30,17.40,5.70,76.50,48.30,51.70,35.20,0.70,3.70,0.40,46.30,0.30,0.30,6.10,6.90,28.60,29.60,14.10,25.20,98.50,1.50,10.00,18.40,57.70,13.90,250000.00,26.40,10.70,11.60,0.80,9.70,24.00,16.70,11.80,8.80,8.20,82.90,79.60,12.80,7.60,37.10,44.90,14.70,2.80,0.50,0.80,3.50,27839
E01004445,Waltham Forest 018C,6.70,72.26,17.00,19.60,21.00,9.90,28.40,21.20,43.10,4.40,36.00,12.10,4.40,56.90,53.60,46.40,38.30,1.40,2.10,0.60,32.60,0.10,0.20,15.90,8.80,21.80,28.20,18.60,29.50,96.90,3.10,6.20,11.00,57.90,24.80,244000.00,19.70,9.40,10.50,1.10,8.20,35.40,15.70,8.50,6.90,9.40,83.70,81.20,12.10,6.70,47.40,41.30,9.90,1.10,0.20,0.70,4.40,29434
E01004448,Waltham Forest 018D,8.30,68.95,52.20,23.60,16.70,17.40,29.80,12.50,50.50,5.50,16.30,21.60,6.10,49.50,58.00,42.00,48.00,0.30,1.30,0.60,19.30,0.20,0.20,22.60,7.40,14.10,26.60,19.60,34.40,96.70,3.30,10.20,10.20,39.40,40.10,200000.00,17.80,11.50,10.60,0.90,12.30,32.20,14.70,5.30,4.80,6.10,89.10,85.80,10.20,4.00,44.40,46.20,8.40,0.70,0.30,0.70,3.00,29045
E01004449,Waltham Forest 018E,14.30,61.86,18.30,17.90,14.90,21.20,29.90,16.20,32.00,8.40,33.00,22.50,4.00,68.00,60.90,39.10,40.70,0.70,1.40,0.50,37.40,0.10,0.60,12.60,6.10,6.30,18.20,62.10,10.90,98.40,1.60,6.70,17.10,49.30,26.90,212000.00,30.80,13.40,12.70,1.30,10.50,18.40,12.90,10.80,11.40,9.10,79.50,75.80,16.40,7.80,48.20,42.20,8.80,0.50,0.20,0.60,2.10,23413
E01004363,Waltham Forest 019A,6.50,70.61,29.50,24.70,25.10,9.10,19.80,21.30,44.20,3.90,35.80,12.70,3.50,55.80,55.30,44.70,47.80,0.70,4.60,0.10,28.10,0.40,0.60,12.60,5.00,30.20,41.50,4.30,21.70,98.60,1.40,3.50,19.30,58.90,18.30,250000.00,17.50,9.90,12.50,1.60,10.70,33.80,14.10,8.60,6.60,8.10,85.20,83.80,11.60,4.60,30.60,46.60,17.20,4.20,1.40,1.00,4.20,36415
E01004364,Waltham Forest 019B,9.50,66.74,20.10,20.60,15.60,18.70,24.70,20.40,33.50,3.70,37.40,20.80,4.50,66.50,56.90,43.10,40.10,0.90,1.70,0.10,36.80,0.30,0.40,12.00,7.70,20.60,25.00,28.10,24.70,97.60,2.40,5.40,21.00,46.80,26.90,250000.00,23.30,11.50,13.60,1.10,11.00,28.50,11.00,11.20,7.00,7.20,85.80,82.50,12.10,5.40,40.70,45.10,10.30,3.40,0.50,0.80,4.90,28326
E01004366,Waltham Forest 019C,9.10,68.96,29.60,19.00,24.00,10.00,25.40,21.70,47.20,5.40,27.70,15.30,4.40,52.80,61.10,38.90,42.70,0.60,1.30,0.50,27.00,1.40,0.20,20.30,6.20,34.30,28.70,7.00,27.60,98.00,2.00,3.10,11.90,60.60,24.40,285000.00,18.70,11.00,14.40,1.50,10.50,32.70,11.20,7.30,8.40,7.60,84.00,81.60,11.70,6.70,33.00,49.50,13.90,3.10,0.50,0.90,3.40,35431
E01004367,Waltham Forest 019D,8.00,68.05,12.50,19.60,21.00,10.20,25.10,24.00,36.10,3.60,41.20,16.10,3.10,63.90,53.00,47.00,38.90,1.10,1.40,0.70,37.30,1.10,0.40,11.90,7.10,26.30,29.10,11.40,30.50,96.90,3.10,5.10,11.90,49.30,33.80,260000.00,20.50,12.00,10.80,1.30,9.30,28.90,17.20,8.20,7.80,7.10,85.10,83.10,11.30,5.60,41.50,43.00,11.40,3.50,0.60,0.80,4.60,29896
E01004368,Waltham Forest 019E,7.40,74.93,14.00,14.20,20.00,9.70,33.20,22.90,44.10,4.10,33.30,14.50,4.10,55.90,51.10,48.90,42.40,0.70,1.40,0.50,27.30,1.30,0.20,17.70,8.50,20.40,24.40,10.60,42.10,96.80,3.20,3.60,12.90,30.40,53.10,250000.00,17.70,11.00,8.90,1.30,9.70,39.90,11.40,10.30,5.50,6.70,87.80,83.80,11.90,4.30,46.00,39.90,10.60,2.50,1.10,0.70,4.10,35269
